id,submitted_at,role,experience_years,industry,region,lifecycle_stage,funding_raised,employee_count,b1_primary_metric,b2_nsm_familiarity,b3_nsm_defined,b4_nsm_revised,b5_okr_familiarity,b6_okr_use,b7_experiments,b8_data_driven,b9_nsm_name,c1_value_alignment,c2_measurability,c3_actionability,c4_predictive_power,c5_team_alignment,c6_gaming_resistance,c7_experiment_sensitivity,c8_strategic_fit,d1_best_criterion,d2_worst_criterion,d3_best_to_others,d4_others_to_worst,e_metric_ratings,e1_other_metric,f1_selection_method,f2_changed_nsm,f2a_change_reason,f3_comments,b_business_model,b_growth_stage,bm_archetype
dc4f7e67-643f-4039-ad17-66ec1cfa6340,2026-06-11 14:58:20.230877+00,growth_manager,2to5,saas,italy,early_growth,500k_2m,11_50,4,use_occasionally,3,3,use_regularly,4,4,4,Activated teams per month,6,7,7,5,5,4,6,6,actionability,gaming_resistance,"{""strategicfit"":3,""measurability"":2,""teamalignment"":4,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":6,""experimentsensitivity"":2}","{""strategicfit"":4,""actionability"":7,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":3,""experimentsensitivity"":5}","{""clv"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":4,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":5},""mrr"":{""strategicfit"":5,""actionability"":3,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":5,""experimentsensitivity"":2},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":2},""retention"":{""strategicfit"":5,""actionability"":4,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":3},""featureadoption"":{""strategicfit"":4,""actionability"":5,""measurability"":5,""teamalignment"":4,""valuealignment"":5,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":5}}","Activated teams per month, we do not just count new sign-ups, because many of them never invite teammates or set anything up. A team is counted only when they complete the basic setup and use at least one core feature.",Combination of leadership decision and product data,yes,"We used to focus on trial sign-ups, but it created pressure to bring in many low-quality leads. After a while, we saw that activation was a better signal because it showed whether people were actually starting to use the product.","For growth, the hard part is that every team wants a metric that supports their own work. Marketing likes acquisition numbers, product prefers activation, and sales cares about revenue. We are trying to use one main metric, but honestly, there are still side metrics that influence decisions a lot.",saas,series_a,BM1
c917a580-55c3-4dd4-8d52-920d9ec4e21b,2026-06-14 09:45:12.743106+00,ceo,gt10,media,italy,early_growth,500k_2m,11_50,3,heard_not_use,2,3,use_occasionally,3,3,3,Monthly engaged readers,7,6,5,6,6,5,4,7,value_alignment,experiment_sensitivity,"{""strategicfit"":2,""actionability"":4,""measurability"":3,""teamalignment"":2,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":6}","{""strategicfit"":6,""actionability"":3,""measurability"":4,""teamalignment"":5,""valuealignment"":7,""predictivepower"":5,""gamingresistance"":4}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":1},""dau"":{""strategicfit"":4,""actionability"":4,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":4},""mrr"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""},""nps"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":4,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":3,""actionability"":4,""measurability"":4,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":4}}",null,leadership_decision,yes,"At first we focused too much on total page views. It looked good in reports, but it did not always mean people cared about the content. We moved more toward engaged readers because it gives a better picture of loyalty.","For a media company, it is easy to chase traffic and short-term spikes. The difficult part is understanding whether people actually trust the brand and return regularly. We still look at page views, but I do not think they should be the main metric.",Advertising / Content monetization,series_a,OTHER
ac305ece-162f-4e99-a397-fcb44bc7b0ee,2026-06-27 13:33:00.159858+00,product_manager,2to5,EdTech / Online Learning,western_europe,seed,lt500k,11_50,3,use_occasionally,3,2,heard_not_use,2,3,3,Lessons completed per active learner,7,5,6,5,4,3,4,6,value_alignment,gaming_resistance,"{""strategicfit"":2,""actionability"":2,""measurability"":4,""teamalignment"":5,""predictivepower"":3,""gamingresistance"":6,""experimentsensitivity"":4}","{""strategicfit"":5,""actionability"":5,""measurability"":3,""teamalignment"":2,""valuealignment"":7,""predictivepower"":4,""experimentsensitivity"":3}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":4,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":4},""mrr"":{""strategicfit"":4,""actionability"":2,""measurability"":4,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":4,""actionability"":5,""measurability"":4,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":5}}","Lessons completed per active learner. we use this because logging in does not really mean learning. Someone can open the app and leave after two minutes, so we care more about lesson completion.",Emerged organically from product usage data,no,null,"We are still early, so the metric is not perfect. Product looks at lesson completion, marketing still talks a lot about sign-ups, and founders look at revenue. We have not fully aligned around one number yet.",Freemium / Subscription,seed,BM1
dafdc85f-bc28-4fb3-8559-b51934b1efd8,2026-06-27 13:39:10.874792+00,data_analytics,5to10,HRTech / Recruitment,italy,early_growth,2m_10m,51_200,4,use_regularly,4,3,use_occasionally,3,3,5,Qualified candidate matches per month,6,7,5,6,4,6,3,6,measurability,experiment_sensitivity,"{""strategicfit"":3,""actionability"":4,""teamalignment"":5,""valuealignment"":3,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":6}","{""strategicfit"":5,""actionability"":3,""measurability"":7,""teamalignment"":2,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4}","{""clv"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":3,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":4},""mrr"":{""strategicfit"":5,""actionability"":2,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":4,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":4,""actionability"":5,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":4}}","Qualified candidate matches per month, we don’t count every profile view as success. A match only matters when the company actually sees the candidate as relevant and moves them forward.",formal_process,yes,"Before, we looked at number of job applications. It was easy to grow, but many applications were not relevant. The team moved toward candidate matches because it is closer to the value our clients pay for.","The difficult part is defining “qualified” in a consistent way. Sales wants the number to look strong, but from the data side, we need strict rules; otherwise, the metric becomes too flexible and not very useful.",B2B SaaS / Subscription,series_a,BM3
3263d93d-1cf6-4772-8cfe-2bb18990fb49,2026-06-27 13:44:08.765126+00,founder,5to10,ClimateTech / Sustainability,western_europe,seed,500k_2m,11_50,3,heard_not_use,2,2,use_occasionally,3,2,3,Verified carbon reports generated,7,5,5,4,6,5,3,7,strategic_fit,experiment_sensitivity,"{""actionability"":4,""measurability"":4,""teamalignment"":3,""valuealignment"":2,""predictivepower"":5,""gamingresistance"":3,""experimentsensitivity"":6}","{""strategicfit"":7,""actionability"":4,""measurability"":3,""teamalignment"":5,""valuealignment"":6,""predictivepower"":2,""gamingresistance"":4}","{""clv"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":2,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":2,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":3},""mrr"":{""strategicfit"":5,""actionability"":2,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":4,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":3,""actionability"":4,""measurability"":4,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":4}}","Verified carbon reports generated. we chose this because clients may log in or upload data, but the real value starts when they actually produce a report they can use.",leadership_decision,no,null,"We are still figuring it out. Investors ask about revenue and pipeline, but internally we care more about whether customers finish the reporting process. The problem is that some parts depend on client data quality, so the metric is not always fully under our control.",B2B SaaS / Subscription,seed,BM3
226e0d2a-f091-49d6-9659-92ec934bf4e9,2026-06-27 14:21:46.036336+00,Sales / Business Development Manager,5to10,Consulting / Professional Services,italy,mature,bootstrapped,51_200,2,heard_not_use,2,1,heard_not_use,2,2,3,Qualified client opportunities created,5,6,6,5,4,4,2,6,actionability,experiment_sensitivity,"{""strategicfit"":3,""measurability"":2,""teamalignment"":5,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":7}","{""strategicfit"":5,""actionability"":7,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":3}","{""clv"":{""strategicfit"":5,""actionability"":3,""measurability"":3,""teamalignment"":3,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""},""mrr"":{""strategicfit"":5,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""featureadoption"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""}}","Qualified client opportunities created. For us, just counting leads is not useful. A small number of serious opportunities is better than a long list of contacts that never become real projects.",leadership_decision,no,null,"We are not very formal with the “North Star” idea. Sales has pipeline targets, finance tracks revenue, and delivery teams look at utilization. I think one shared metric would help, but in services it is hard because quality and relationship depth matter a lot too.",b2b,series_b,BM3
0a92dacc-e79c-4a49-9b08-0a311d63a134,2026-06-27 14:27:19.112685+00,CTO / Technical Lead,gt10,saas,western_europe,seed,500k_2m,1_10,3,heard_not_use,2,2,use_occasionally,2,3,4,Projects successfully deployed,6,6,7,5,4,6,4,6,actionability,team_alignment,"{""strategicfit"":2,""measurability"":2,""teamalignment"":6,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":4}","{""strategicfit"":5,""actionability"":7,""measurability"":5,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":4,""experimentsensitivity"":3}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":2,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":4,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":4},""mrr"":{""strategicfit"":4,""actionability"":2,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":2,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":4,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":5,""actionability"":5,""measurability"":5,""teamalignment"":4,""valuealignment"":5,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":5}}","Projects successfully deployed, for our tool, signup numbers are not very meaningful. The useful moment is when a developer actually deploys something with it.",organic_data,yes,"We first looked at developer sign-ups, but many people just tested the tool once and never came back. Deployment felt like a better signal that the product was actually useful.",I think technical products need metrics that show real workflow completion. A developer opening the dashboard is not the same as trusting the product in a real project.,Freemium / Subscription,seed,BM1
bfb89a83-d209-40ae-8f6f-4b83066c0e0a,2026-06-27 14:34:11.67467+00,product_manager,5to10,Travel / Hospitality,italy,early_growth,2m_10m,51_200,4,use_occasionally,3,3,use_occasionally,3,4,4,Completed bookings from returning users,6,6,6,5,5,4,5,6,actionability,gaming_resistance,"{""strategicfit"":3,""measurability"":2,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":6,""experimentsensitivity"":2}","{""strategicfit"":5,""actionability"":7,""measurability"":5,""teamalignment"":4,""valuealignment"":5,""predictivepower"":4,""experimentsensitivity"":5}","{""clv"":{""strategicfit"":4,""actionability"":3,""measurability"":3,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":2},""dau"":{""strategicfit"":3,""actionability"":4,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":4},""mrr"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":4,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":3},""featureadoption"":{""strategicfit"":3,""actionability"":4,""measurability"":4,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":4}}",Completed bookings from returning users. We look at this because one-time bookings can come from discounts or seasonal campaigns. Returning users tell us more about whether the product is actually useful.,Combination of leadership decision and product data,yes,"We used to focus on total bookings, but that number was heavily affected by campaigns and holidays. Returning bookings gave us a more stable view of real customer loyalty.","In travel, numbers can move a lot depending on seasonality. Because of that, we try not to overreact to one good or bad month, but it is still difficult when revenue pressure is high.",marketplace,series_a,BM2
a50f4cb9-dbd9-4dd6-b665-0ea45d2639a7,2026-06-27 14:41:03.701918+00,marketing_manager,2to5,consumer_app,western_europe,seed,500k_2m,11_50,3,heard_not_use,2,2,use_occasionally,3,4,3,Weekly users completing a session,6,6,7,4,5,3,6,5,actionability,gaming_resistance,"{""strategicfit"":4,""measurability"":2,""teamalignment"":4,""valuealignment"":3,""predictivepower"":5,""gamingresistance"":6,""experimentsensitivity"":2}","{""strategicfit"":3,""actionability"":7,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":2,""experimentsensitivity"":5}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":4,""actionability"":4,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":5},""mrr"":{""strategicfit"":4,""actionability"":2,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":3},""featureadoption"":{""strategicfit"":4,""actionability"":5,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":5}}","Weekly users completing a session. Downloads are nice, but many users open the app once and disappear. We care more about people who actually finish a full session.",Emerged organically from campaign and product data,yes,"We used to focus on installs, but paid campaigns made that number look better than it really was. Session completion gave us a better idea of actual engagement.","Marketing still looks at acquisition cost and installs every week, but I don’t think those numbers tell the full story. A campaign can bring users in, but if they don’t complete anything in the app, it is not really growth.",Freemium / Subscription,seed,BM1
794f9ef6-6e92-4d0d-acff-3335674a9bea,2026-06-27 14:54:01.931442+00,operations,2to5,FoodTech / Food delivery,italy,early_growth,500k_2m,11_50,3,heard_not_use,2,2,heard_not_use,2,3,3,Orders delivered without refund or complaint,6,6,7,4,5,5,3,5,actionability,experiment_sensitivity,"{""strategicfit"":4,""measurability"":2,""teamalignment"":4,""valuealignment"":3,""predictivepower"":5,""gamingresistance"":3,""experimentsensitivity"":6}","{""strategicfit"":3,""actionability"":7,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":2,""gamingresistance"":4}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":2,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":2,""predictivepower"":2,""gamingresistance"":2,""experimentsensitivity"":3},""mrr"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""},""nps"":{""strategicfit"":3,""actionability"":3,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":2},""retention"":{""strategicfit"":4,""actionability"":3,""measurability"":4,""teamalignment"":5,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":2,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":2,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":3}}","Orders delivered without refund or complaint, we use this more than simple order volume, because a bad delivery still counts as an order but creates support cost and damages trust.","Mostly from operational experience, not a formal framework",yes,"For a while, we only cared about completed orders. Later, we noticed that some “completed” orders still had refunds, late deliveries, or angry customers, so the number was too optimistic.","In food delivery, growth can look good from outside, but operations can become messy very fast. I think our main metric has to include quality, otherwise teams just push for more orders and ignore whether the experience is actually good.",marketplace,series_a,BM2
e9137d32-e34a-4f9c-9fed-fad2e69f4674,2026-06-27 15:02:42.912774+00,founder,2to5,AI / Productivity Software,western_europe,pre_seed,lt500k,1_10,2,heard_not_use,2,1,heard_not_use,1,3,3,Documents completed with AI assistance,7,5,6,4,4,3,5,6,value_alignment,gaming_resistance,"{""strategicfit"":2,""actionability"":2,""measurability"":4,""teamalignment"":5,""predictivepower"":5,""gamingresistance"":7,""experimentsensitivity"":3}","{""strategicfit"":5,""actionability"":5,""measurability"":3,""teamalignment"":2,""valuealignment"":7,""predictivepower"":2,""experimentsensitivity"":4}","{""clv"":{""strategicfit"":3,""actionability"":2,""measurability"":2,""teamalignment"":2,""valuealignment"":3,""predictivepower"":4,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":4,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":5},""mrr"":{""strategicfit"":4,""actionability"":2,""measurability"":5,""teamalignment"":3,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":4,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":3,""measurability"":3,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":3},""featureadoption"":{""strategicfit"":5,""actionability"":5,""measurability"":5,""teamalignment"":4,""valuealignment"":5,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":5}}","Documents completed with AI assistance. We don’t count just prompts or logins, because some people test the tool once and leave. A completed document is closer to the moment where the user actually gets something useful.","Mostly founder intuition, then checked with early usage data",no,null,"We are still early, so I would not say the metric is final. Right now we look at completed documents because it feels more meaningful than sign ups, but we still check activation, retention, and paid conversion separately.",Freemium / Subscription,pre_seed,BM1
a75a7bd9-a192-4e2e-ac47-7dfd2ffc3c02,2026-06-27 15:09:02.650678+00,ceo,5to10,B2B Marketplace / Platform,italy,early_growth,2m_10m,11_50,4,use_occasionally,3,3,use_occasionally,3,2,4,Repeat transactions between verified companies,7,6,5,6,5,6,3,7,strategic_fit,experiment_sensitivity,"{""actionability"":4,""measurability"":3,""teamalignment"":4,""valuealignment"":2,""predictivepower"":2,""gamingresistance"":3,""experimentsensitivity"":6}","{""strategicfit"":7,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":6,""predictivepower"":5,""gamingresistance"":4}","{""clv"":{""strategicfit"":5,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":2,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":2,""predictivepower"":2,""gamingresistance"":2,""experimentsensitivity"":3},""mrr"":{""strategicfit"":""na"",""actionability"":""na"",""measurability"":""na"",""teamalignment"":""na"",""valuealignment"":""na"",""predictivepower"":""na"",""gamingresistance"":""na"",""experimentsensitivity"":""na""},""nps"":{""strategicfit"":3,""actionability"":2,""measurability"":3,""teamalignment"":4,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":3,""measurability"":4,""teamalignment"":4,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":3,""actionability"":3,""measurability"":4,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":3}}","Repeat transactions between verified companies, one transaction can happen because of sales effort. When the same companies come back and trade again, it is a better sign that the marketplace is working.","Leadership decision, based on investor discussions and internal data",yes,"We first tracked total transaction volume, but a few large deals made the numbers jump too much. Repeat transactions gave us a more stable view of whether customers actually found ongoing value.","For a marketplace, volume alone can be misleading. We care about liquidity and trust between both sides, so the metric needs to show repeat behavior, not just one-off activity.",marketplace,series_a,BM2
9d9c2d1c-0211-4d80-851f-b4e5e6f11826,2026-06-27 15:16:09.435533+00,Customer Success Manager,2to5,LegalTech / B2B Software,western_europe,early_growth,2m_10m,51_200,3,heard_not_use,3,2,use_occasionally,3,2,4,Active client matters managed,6,6,5,6,5,5,2,6,predictive_power,experiment_sensitivity,"{""strategicfit"":2,""actionability"":4,""measurability"":3,""teamalignment"":4,""valuealignment"":3,""gamingresistance"":3,""experimentsensitivity"":7}","{""strategicfit"":5,""actionability"":3,""measurability"":5,""teamalignment"":3,""valuealignment"":5,""predictivepower"":7,""gamingresistance"":4}","{""clv"":{""strategicfit"":4,""actionability"":2,""measurability"":3,""teamalignment"":3,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":1},""dau"":{""strategicfit"":3,""actionability"":3,""measurability"":5,""teamalignment"":3,""valuealignment"":3,""predictivepower"":3,""gamingresistance"":2,""experimentsensitivity"":3},""mrr"":{""strategicfit"":5,""actionability"":2,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":5,""gamingresistance"":5,""experimentsensitivity"":1},""nps"":{""strategicfit"":3,""actionability"":3,""measurability"":3,""teamalignment"":4,""valuealignment"":4,""predictivepower"":3,""gamingresistance"":3,""experimentsensitivity"":1},""retention"":{""strategicfit"":5,""actionability"":4,""measurability"":4,""teamalignment"":5,""valuealignment"":5,""predictivepower"":5,""gamingresistance"":4,""experimentsensitivity"":2},""featureadoption"":{""strategicfit"":4,""actionability"":4,""measurability"":5,""teamalignment"":4,""valuealignment"":4,""predictivepower"":4,""gamingresistance"":3,""experimentsensitivity"":4}}","Active client matters managed, for our customers, the product becomes valuable when legal teams actually manage real cases inside it. Logins alone don’t say much.",Mostly based on customer success feedback and product usage data,yes,"We used to look at active users, but some clients had many people logging in without using the platform for real work. Tracking active matters gives a clearer view of adoption.","From my side, the metric should help us see which accounts are healthy before renewal time. Revenue is important, of course, but in annual contracts you can miss problems for months if you only watch billing numbers.",saas,series_a,BM1
